"","track.name","Album_Artist1","Album_Artist2","Album_Artist3","track.duration_ms","track.explicit","track.id","track.popularity","track.album.id","track.album.name","track.album.release_date","track.album.release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","Track_Artist1","Track_Artist2","Track_Artist3","Track_Artist4","Track_Artist5","Track_Artist6","Track_Artist7","Track_Artist8"
"75","Unmainstream","Swervy",NA,NA,213000,FALSE,"0aKS8GfyJICXQwXkH4KHho",14,"69m8mPg2QMQdFlZkJbUZLg","Bunny Bullet","2018-01-17","day",0.565,0.945,0,-2.453,0,0.236,0.62,0.00647,0.128,0.625,129.867,4,"Swervy",NA,NA,NA,NA,NA,NA,NA
"76","Outlet (Feat.Eco Yard)","Swervy",NA,NA,205000,FALSE,"55KSQj6e2DnFRjxsLbYwpz",13,"69m8mPg2QMQdFlZkJbUZLg","Bunny Bullet","2018-01-17","day",0.778,0.85,2,-3.025,1,0.264,0.192,0,0.0944,0.43,150.02,4,"Swervy","Eco Yard",NA,NA,NA,NA,NA,NA
"77","Homalone","Swervy",NA,NA,146250,FALSE,"6ob6VVxHtZZ9OV06GN2a3V",13,"69m8mPg2QMQdFlZkJbUZLg","Bunny Bullet","2018-01-17","day",0.658,0.932,1,-2.755,1,0.0974,0.00558,4.12e-05,0.125,0.331,129.942,4,"Swervy",NA,NA,NA,NA,NA,NA,NA
"78","<U+AD00><U+ACC4><U+C790><U+C678><U+CD9C><U+C785><U+AE08><U+C9C0>","Swervy",NA,NA,107076,FALSE,"2m2LViN70Mp6Um0biKFUOd",11,"69m8mPg2QMQdFlZkJbUZLg","Bunny Bullet","2018-01-17","day",0.532,0.717,7,-5.646,0,0.189,0.115,0.00102,0.661,0.389,129.978,4,"Swervy",NA,NA,NA,NA,NA,NA,NA
"79","Barbie Freestyle","Swervy",NA,NA,177692,FALSE,"41w0uAIW46EL2hreXxzDX3",15,"69m8mPg2QMQdFlZkJbUZLg","Bunny Bullet","2018-01-17","day",0.817,0.804,8,-4.684,0,0.202,0.00245,0,0.0958,0.194,129.91,4,"Swervy",NA,NA,NA,NA,NA,NA,NA
"80","I'm Ill","HELLOVENUS",NA,NA,202858,FALSE,"6y6s8bBPRVWonRVth2HxQn",39,"0D1GMeNyGVxFRRf1zGBClz","Hellovenus 5Th Mini Album `I'm Ill`","2015-07-22","day",0.705,0.986,10,-2.202,1,0.047,0.0375,0,0.0989,0.68,131.988,4,"HELLOVENUS",NA,NA,NA,NA,NA,NA,NA
"81","Hellovenus 5th Single `<U+C704><U+AE00><U+C704><U+AE00>`","HELLOVENUS",NA,NA,203821,FALSE,"3usNq12G6hzghfodcezACn",45,"5wHPt7EhxSL89OMyjhBXpw","Hellovenus 5th Single `<U+C704><U+AE00><U+C704><U+AE00>`","2015-01-05","day",0.817,0.821,11,-5.15,0,0.182,0.0629,0,0.32,0.834,101.001,4,"HELLOVENUS",NA,NA,NA,NA,NA,NA,NA
"82","24<U+C2DC><U+AC04><U+C774> <U+BAA8><U+C790><U+B77C>","SUNMI",NA,NA,201590,FALSE,"2HLohseraYUuuP9Jgz6pZ7",37,"6Pm5C5xZsAvhHfquG5iO9Q","Full Moon","2014-02-17","day",0.739,0.782,1,-3.964,1,0.103,0.00549,1.41e-05,0.315,0.604,125.94,4,"SUNMI",NA,NA,NA,NA,NA,NA,NA
"83","HELL IN HEAVEN","TWICE",NA,NA,179320,FALSE,"3KCreWc88InXH3XuL54C5a",65,"33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","2020-10-26","day",0.8,0.81,4,-3.82,0,0.0604,0.182,1.06e-06,0.107,0.694,105.042,4,"TWICE",NA,NA,NA,NA,NA,NA,NA
"84","GO HARD","TWICE",NA,NA,181520,FALSE,"5uZ5VUoj2al8GttE421bTD",61,"33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","2020-10-26","day",0.791,0.852,6,-3.569,0,0.0449,0.296,1.56e-05,0.0999,0.509,100.062,4,"TWICE",NA,NA,NA,NA,NA,NA,NA
"85","I CAN'T STOP ME","TWICE",NA,NA,205493,FALSE,"37ZtpRBkHcaq6hHy0X98zn",83,"33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","2020-10-26","day",0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,4,"TWICE",NA,NA,NA,NA,NA,NA,NA
"86","HANDLE IT","TWICE",NA,NA,171053,FALSE,"2laLdXRHMaHCuqr3DXgzhZ",60,"33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","2020-10-26","day",0.509,0.574,5,-6.035,0,0.262,0.533,0,0.0898,0.69,85.96,4,"TWICE",NA,NA,NA,NA,NA,NA,NA
"87","SAY SOMETHING","TWICE",NA,NA,247360,FALSE,"2gagYYY4R8QimbnFqd96ST",59,"33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","2020-10-26","day",0.713,0.841,8,-4.067,1,0.0622,0.0859,0,0.0646,0.723,105.963,4,"TWICE",NA,NA,NA,NA,NA,NA,NA
"88","Woman","BoA",NA,NA,170367,FALSE,"14rpBBTV0qi60Ex4jonuNi",45,"68AStxkvhmfQv3A1qdW8CP","WOMAN - The 9th Album","2018-10-24","day",0.82,0.575,5,-4.385,0,0.0832,0.0725,0,0.0569,0.788,107.024,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"89","Like it!","BoA",NA,NA,206544,FALSE,"4M5Wd3F7KrFL8Nr8ydtAVQ",30,"68AStxkvhmfQv3A1qdW8CP","WOMAN - The 9th Album","2018-10-24","day",0.734,0.743,7,-4.047,1,0.0858,0.0164,0,0.488,0.48,109.04,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"90","NEGA DOLA","BoA",NA,NA,176053,FALSE,"3mKxSCbDR7WeP632sIaxG2",32,"04gRvDvXy6ctlFxI3G7Wd5","ONE SHOT, TWO SHOT - The 1st Mini Album","2018-02-20","day",0.818,0.83,9,-3.178,0,0.122,0.21,0.0015,0.286,0.864,110.024,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"91","Start Over","BoA",NA,NA,188826,FALSE,"68DxqyUofZbMfVg0MN3O88",39,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.719,0.786,5,-2.994,1,0.0523,0.202,0,0.149,0.449,114.89,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"92","YTT","HUS",NA,NA,206573,FALSE,"3N8tYXaKYkYuXyS72h7e1J",8,"1Frm6v6yNfkdoAK2RvEbiR","V","2019-12-15","day",0.727,0.781,6,-3.839,0,0.0338,0.0904,0.00178,0.336,0.92,97.017,4,"HUS",NA,NA,NA,NA,NA,NA,NA
"93","BINU","BIBI",NA,NA,182200,FALSE,"0lSJQip2wVidbu1JfZ4IEQ",57,"6cffqSCtfQHUKJsf7iGZSs","BINU","2019-05-15","day",0.842,0.522,4,-5.815,0,0.0329,0.719,0,0.191,0.641,119.045,4,"BIBI",NA,NA,NA,NA,NA,NA,NA
"94","I'M OKAY","SAAY",NA,NA,204554,FALSE,"5X5CWzTeVBe14XAsrYVuFI",42,"6GEDarOh7dkHXOzhiwGO23","I'M OKAY","2020-07-02","day",0.631,0.895,11,-4.271,1,0.119,0.0094,9.11e-06,0.122,0.615,90.077,4,"SAAY",NA,NA,NA,NA,NA,NA,NA
"95","Moonlight","XXXTENTACION",NA,NA,135090,TRUE,"0JP9xo3adEtGSdUEISiszL",84,"2Ti79nwTsont5ZHfdxIzAm","?","2018-03-16","day",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,"XXXTENTACION",NA,NA,NA,NA,NA,NA,NA
"96","U&I","BoA",NA,NA,182740,FALSE,"2QaCwg7NuZCvC8YHzph4CF",29,"68AStxkvhmfQv3A1qdW8CP","WOMAN - The 9th Album","2018-10-24","day",0.683,0.854,7,-4.779,1,0.052,0.00129,0.0208,0.0893,0.231,109.974,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"97","Quar","Various Artists",NA,NA,358000,FALSE,"5ZkLhs6b1taWIkDMY4KRaf",25,"5UupDvLyN0JgQ5L67Lv63c","CARE4LIFE","2020-06-12","day",0.797,0.784,8,-9.936,1,0.0568,0.000261,0.892,0.0324,0.963,120.004,4,"Jordan Nocturne",NA,NA,NA,NA,NA,NA,NA
"98","Modern Romance","Catz 'n Dogz","Gerd Janson",NA,214049,FALSE,"4CL7IheP2ryGEcMVOoAOUZ",48,"5JPxDmfJuWSErtOyRTeYuz","Modern Romance","2020-11-06","day",0.677,0.934,7,-6.244,0,0.0402,0.00105,0.867,0.0427,0.866,128.002,4,"Catz 'n Dogz","Gerd Janson",NA,NA,NA,NA,NA,NA
"99","Find Your Love","Drake",NA,NA,208946,FALSE,"4BycRneKmOs6MhYG9THsuX",60,"6jlrjFR9mJV3jd1IPSplXU","Thank Me Later","2010-01-01","day",0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"100","6 God","Drake",NA,NA,180666,TRUE,"3a8tAZFJxlmBwOtrf5L1oC",62,"0ptlfJfwGTy0Yvrk14JK1I","If You're Reading This It's Too Late","2015-02-12","day",0.868,0.623,2,-8.595,1,0.101,0.0249,0,0.125,0.498,105.446,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"101","Know Yourself","Drake",NA,NA,275840,TRUE,"5InOp6q2vvx0fShv3bzFLZ",70,"0ptlfJfwGTy0Yvrk14JK1I","If You're Reading This It's Too Late","2015-02-12","day",0.72,0.412,11,-8.687,0,0.223,0.196,0,0.342,0.179,114.408,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"102","Jane Doe","LADIES' CODE",NA,NA,215787,FALSE,"56frKHLcHIUC192ZXRXBXK",17,"40kGqBnNCtlcJdgFFB9C70","STRANG3R","2016-10-13","day",0.724,0.64,5,-5.178,0,0.102,0.146,0,0.185,0.67,94.952,4,"LADIES' CODE",NA,NA,NA,NA,NA,NA,NA
"103","Crew Love","Drake",NA,NA,208812,TRUE,"0OVVOCs6vK5cNl0x9AEpHr",41,"0NGwRz0semIXUCSxR0uffa","Take Care","2011-11-15","day",0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,4,"Drake","The Weeknd",NA,NA,NA,NA,NA,NA
"104","Worst Behavior","Drake",NA,NA,270186,TRUE,"48RN2EOOyG2Gs5Pyla7ZJj",56,"1XslIirSxfAhhxRdn4Li9t","Nothing Was The Same","2013-01-01","day",0.78,0.799,9,-6.359,1,0.15,0.158,0,0.209,0.414,109.944,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"105","EVERYBODY KNOWS","BoA",NA,NA,216026,FALSE,"3nts3JEnWM8CIhcsKahCvC",27,"04gRvDvXy6ctlFxI3G7Wd5","ONE SHOT, TWO SHOT - The 1st Mini Album","2018-02-20","day",0.759,0.671,3,-5.084,0,0.101,0.398,0.000339,0.143,0.716,94.975,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"106","YOUR SONG","BoA",NA,NA,212146,FALSE,"2QbeXjJMa3cssEf0EVp7Lf",27,"04gRvDvXy6ctlFxI3G7Wd5","ONE SHOT, TWO SHOT - The 1st Mini Album","2018-02-20","day",0.737,0.765,0,-3.969,1,0.204,0.137,0,0.248,0.399,147.935,4,"BoA","Junoflo",NA,NA,NA,NA,NA,NA
"107","ONE SHOT, TWO SHOT","BoA",NA,NA,210880,FALSE,"1OWxlgwPtWuEvGkH8uS1Tj",46,"04gRvDvXy6ctlFxI3G7Wd5","ONE SHOT, TWO SHOT - The 1st Mini Album","2018-02-20","day",0.804,0.679,7,-5.82,0,0.067,0.24,0,0.12,0.483,119.948,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"108","CAMO","BoA",NA,NA,199136,FALSE,"2zdshfZnGJSvr62uKJhitz",33,"04gRvDvXy6ctlFxI3G7Wd5","ONE SHOT, TWO SHOT - The 1st Mini Album","2018-02-20","day",0.818,0.672,4,-3.427,0,0.0643,0.0439,0,0.208,0.468,107.911,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"109","Vuelvo Al Sur","Gotan Project",NA,NA,418386,FALSE,"6c1oBbbwSxsSy0WkVb6h64",13,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.86,0.507,11,-10.124,1,0.0554,0.055,0.331,0.121,0.388,99.024,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"110","El Capitalismo Foráneo","Gotan Project",NA,NA,373120,FALSE,"2ZdCW8CHSNjZSyjRpJ2C9z",10,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.885,0.676,6,-7.823,1,0.123,0.000321,0.78,0.134,0.661,99.006,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"111","Last Tango In Paris","Gotan Project",NA,NA,350320,FALSE,"7d4K4wC0D15KhuGEWrb7ky",11,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.811,0.657,10,-8.63,0,0.0384,0.00321,0.48,0.0225,0.833,94.985,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"112","Queremos Paz","Gotan Project",NA,NA,316146,FALSE,"31b3z9PBc2y6gSSbgXSVJb",15,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.812,0.616,2,-7.067,1,0.0305,0.0124,0.807,0.117,0.845,110.996,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"113","Tríptico","Gotan Project",NA,NA,506186,FALSE,"5SZFftHaczg9G8R8sve7ct",13,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.669,0.687,2,-9.862,1,0.0669,0.00433,0.673,0.105,0.18,122.983,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"114","Época","Gotan Project",NA,NA,268426,FALSE,"6CpfERcgRzfYEpGjkesJsd",21,"4j0BDfrtgQeMLA4RaSCch4","La Revancha Del Tango","2001","year",0.787,0.605,9,-7.435,1,0.0465,0.0638,0.128,0.0918,0.72,91.001,4,"Gotan Project",NA,NA,NA,NA,NA,NA,NA
"115","Hotline Bling","Drake",NA,NA,267066,FALSE,"0wwPcA6wtMf6HUMpIRdeP7",76,"40GMAhriYJRO1rsY4YdrZb","Views","2016-05-06","day",0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"116","Pop Style","Drake",NA,NA,212946,TRUE,"5mPSyjLatqB00IkPqRlbTE",63,"40GMAhriYJRO1rsY4YdrZb","Views","2016-05-06","day",0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"117","Views","Drake",NA,NA,311960,TRUE,"7MjSipTto9QljYzZnloXOn",57,"40GMAhriYJRO1rsY4YdrZb","Views","2016-05-06","day",0.395,0.852,5,-5.896,1,0.37,0.0657,0,0.262,0.112,76.428,4,"Drake",NA,NA,NA,NA,NA,NA,NA
"118","Shut Up & Groove (feat. DEAN) [From And July]","HEIZE",NA,NA,199281,FALSE,"1qz2bFE5ZtwZSd6DNed2RJ",48,"6O7ix90aYbTq4pcAOv2aYe","Shut Up & Groove (feat. DEAN) [From And July]","2016-06-02","day",0.655,0.665,7,-4.785,1,0.0358,0.0873,0,0.122,0.535,112.831,4,"HEIZE","DEAN",NA,NA,NA,NA,NA,NA
"119","Don't Know You","HEIZE",NA,NA,189410,FALSE,"7Ixn1yXMvF8YBuKnJKjliu",53,"7bp8DsMOk2n1lY5GDO2uT8","/// (You, Clouds, Rain)","2017-06-26","day",0.699,0.562,4,-5.573,0,0.253,0.213,0,0.42,0.471,104.995,4,"HEIZE",NA,NA,NA,NA,NA,NA,NA
"120","Star","HEIZE",NA,NA,218280,FALSE,"5TZXc0oTCm0FoarV8OGGP3",47,"6GlDTKPbMw73CEJnXpInFe","Star","2016-12-05","day",0.509,0.471,11,-6.374,0,0.0721,0.572,0,0.38,0.306,68.426,4,"HEIZE",NA,NA,NA,NA,NA,NA,NA
"121","Night Dream","LEEBADA",NA,NA,247005,FALSE,"6AS6bnDjFLDykTkfL4e6Ec",44,"2FEQU7BTSsYncVAg244A55","THE OCEAN","2019-03-29","day",0.714,0.65,1,-3.437,0,0.0658,0.511,0,0.242,0.436,124.725,4,"LEEBADA",NA,NA,NA,NA,NA,NA,NA
"122","E <U+C774>","SE SO NEON",NA,NA,178500,FALSE,"4pm7CSGOV0qkTRucaso0lt",24,"0LnLkLjqu2sk3i0He64odF","Nonadaptation <U+BE44><U+C801><U+C751>","2020-02-18","day",0.183,0.822,4,-3.905,0,0.0537,9.75e-05,0.319,0.0766,0.293,93.953,4,"SE SO NEON",NA,NA,NA,NA,NA,NA,NA
"123","The Wave <U+D30C><U+B3C4>","SE SO NEON",NA,NA,282453,FALSE,"5uIsBpHUamPdpEkiVeKIyT",37,"25MHFHuE0XqzgCYncmiFIE","The Wave <U+D30C><U+B3C4>","2017-09-26","day",0.519,0.839,9,-2.531,0,0.184,0.0177,0.315,0.0718,0.543,89.825,4,"SE SO NEON",NA,NA,NA,NA,NA,NA,NA
"124","38 1/2","Xin Seha",NA,NA,402037,FALSE,"18xZZ14jIqYvLcJxxq2hce",1,"5L6LKDBwLs25RpeeSEN004","24Town","2015-04-21","day",0.624,0.83,9,-5.906,1,0.0359,0.0444,0.753,0.146,0.605,111.993,4,"Xin Seha",NA,NA,NA,NA,NA,NA,NA
"125","Touch <U+B9DE><U+B2FF><U+C74C>","Xin Seha",NA,NA,209717,FALSE,"1f7YS8ASKy9BQyK4AWzaF7",7,"5L6LKDBwLs25RpeeSEN004","24Town","2015-04-21","day",0.844,0.381,8,-8.015,0,0.0513,0.014,0.48,0.102,0.515,120.023,4,"Xin Seha",NA,NA,NA,NA,NA,NA,NA
"126","You’re so lonely now, so you need me back by your side again","Yerin Baek",NA,NA,222333,FALSE,"4mgum8QUllbkYMa1Zw9sYn",49,"5Cy3gR0zInwvK8DqKku5C0","tellusboutyourself","2020-12-10","day",0.523,0.628,11,-6.626,0,0.047,0.35,7.92e-06,0.0975,0.26,89.972,4,"Yerin Baek",NA,NA,NA,NA,NA,NA,NA
"127","A New Day","Paloalto",NA,NA,197381,TRUE,"108kFW623wdijtwAwq9x9D",1,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.593,0.831,5,-3.646,0,0.212,0.0181,0,0.296,0.584,85.285,4,"Paloalto",NA,NA,NA,NA,NA,NA,NA
"128","Love Game","Paloalto",NA,NA,201978,FALSE,"23rqAcpDR7sUc8aOpn3cRO",0,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.581,0.663,6,-8.086,0,0.447,0.409,0,0.116,0.676,94.293,4,"Paloalto",NA,NA,NA,NA,NA,NA,NA
"129","Drought","Paloalto",NA,NA,234004,FALSE,"4E8HMRt5QwBngZKUlyDWJh",5,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.67,0.754,4,-3.958,0,0.356,0.612,0,0.743,0.757,85.344,4,"Paloalto","Beenzino",NA,NA,NA,NA,NA,NA
"130","Can't Tell Me Nothing","Paloalto",NA,NA,213577,FALSE,"069sAxX78l1JAFy3jDIW4D",0,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.822,0.742,10,-5.228,0,0.146,0.393,0,0.356,0.929,99.976,4,"Paloalto","Kimparkchella",NA,NA,NA,NA,NA,NA
"131","Rhyme Melody","Paloalto",NA,NA,215849,TRUE,"29d7SIh7gQ8YzAi9BrUrI4",0,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.878,0.724,0,-4.718,1,0.293,0.259,0,0.102,0.845,90.007,4,"Paloalto","Sama-D","B-Free",NA,NA,NA,NA,NA
"132","Back Off","Paloalto",NA,NA,209136,FALSE,"3mZnkdy19ACamj7Fmjqe95",0,"4PycxDkZQ5kioHAlgCYCak","Daily Routine","2010-11-09","day",0.66,0.961,10,-2.934,0,0.304,0.14,0,0.637,0.888,93.983,4,"Paloalto",NA,NA,NA,NA,NA,NA,NA
"133","Zombies","JUSTHIS","Paloalto",NA,189238,TRUE,"50XzbwexXt6LKmXItxWk9z",22,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.628,0.857,1,-7.25,1,0.514,0.48,0,0.0732,0.781,132.853,4,"JUSTHIS","Paloalto",NA,NA,NA,NA,NA,NA
"134","Wayne","JUSTHIS","Paloalto",NA,152920,TRUE,"2TTazikirG7D3pQGuYlP3L",24,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.702,0.928,1,-4.385,1,0.296,0.14,0,0.257,0.648,142.111,4,"JUSTHIS","Paloalto","G2",NA,NA,NA,NA,NA
"135","Next One","JUSTHIS","Paloalto",NA,172934,TRUE,"1Iled6aSp1KhrWn1a6YEpb",19,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.617,0.774,5,-5.769,0,0.264,0.0629,0,0.0951,0.606,136.256,4,"JUSTHIS","Paloalto",NA,NA,NA,NA,NA,NA
"136","Cooler Than the Cool","JUSTHIS","Paloalto",NA,245378,TRUE,"5zB0UyqorlSDkjSw5rzVZE",22,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.752,0.956,7,-4.635,1,0.271,0.125,0,0.581,0.529,134.091,4,"JUSTHIS","Paloalto","Huckleberry P",NA,NA,NA,NA,NA
"137","Ayy","JUSTHIS","Paloalto",NA,210164,TRUE,"0AQKbUU7FVqFpcpqb8f0xw",20,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.846,0.705,6,-5.821,0,0.252,0.531,0,0.113,0.927,128.955,4,"JUSTHIS","Paloalto","JINBO the SuperFreak",NA,NA,NA,NA,NA
"138","Switch","JUSTHIS","Paloalto",NA,262430,FALSE,"1GiKof6CEZVLCDvcbL8zNv",24,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.577,0.633,4,-8.107,0,0.346,0.3,0,0.285,0.717,104.172,4,"JUSTHIS","Paloalto",NA,NA,NA,NA,NA,NA
"139","My Life So Bright","JUSTHIS","Paloalto",NA,195026,TRUE,"3JI2LZbsD91tSPKFYSQKVd",17,"4S4oCOWlvUSiYWwKBk7bbE","4 the Youth","2018-03-07","day",0.747,0.828,2,-5.136,1,0.172,0.0622,0,0.484,0.689,94.517,4,"JUSTHIS","Paloalto","YunB",NA,NA,NA,NA,NA
"140","Anarchy","Jvcki Wai",NA,NA,176883,FALSE,"4r78mipu1GWBsartpzmjLV",0,"2s7vkxsgQI0tWH4T5u517P","Neo EvE","2017-12-20","day",0.641,0.803,11,-3.952,0,0.0618,0.0398,0.00182,0.137,0.476,155.009,5,"Jvcki Wai",NA,NA,NA,NA,NA,NA,NA
"141","Life Disorder","Jvcki Wai",NA,NA,163092,FALSE,"2dWjiZ9hvD8KLj6woO6lJH",23,"4IHCSMFeslFxWyvGJk6vwI","Enchanted Propaganda","2018-07-06","day",0.604,0.717,1,-4.325,1,0.047,0.0376,1.38e-05,0.301,0.152,156.011,4,"Jvcki Wai",NA,NA,NA,NA,NA,NA,NA
"142","Enchanted Propaganda","Jvcki Wai",NA,NA,166157,FALSE,"47HVb1z5Yf0z4Dig4d51lc",34,"4IHCSMFeslFxWyvGJk6vwI","Enchanted Propaganda","2018-07-06","day",0.565,0.798,7,-3.131,1,0.0466,0.417,0.000279,0.285,0.384,161.95,4,"Jvcki Wai",NA,NA,NA,NA,NA,NA,NA
"143","Honey & Diamonds","BoA",NA,NA,234040,FALSE,"4egcGWDGRI343eOYbdXhpS",39,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.813,0.766,9,-3.392,0,0.0419,0.207,0,0.171,0.803,109.925,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"144","Got Me Good","BoA",NA,NA,184613,FALSE,"20PzzDqmjsaCCYN9Rh2lc8",39,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.619,0.765,9,-3.694,0,0.222,0.311,0,0.106,0.353,93.989,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"145","Cut Me Off","BoA",NA,NA,185733,FALSE,"1XBAYSK0QGvsln5PM91NjM",41,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.732,0.668,7,-6.304,0,0.14,0.534,2.17e-05,0.106,0.526,129.92,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"146","L.O.V.E","BoA",NA,NA,196200,FALSE,"6kLnIzM41Mr5isZ3jHDbbU",42,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.693,0.886,3,-3.414,0,0.115,0.0538,0,0.0785,0.773,114.983,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"147","KAZINO","BIBI",NA,NA,185946,FALSE,"245onUPHGD1DYuiacxTuW0",64,"1f9cws6SZ0iKoHrcmn39ZY","KAZINO","2020-04-29","day",0.625,0.686,6,-3.715,0,0.0414,0.139,0,0.11,0.263,133.041,4,"BIBI",NA,NA,NA,NA,NA,NA,NA
"148","Temptations","BoA",NA,NA,195626,FALSE,"79sVDkuI7J3DJzz5iEHfO4",45,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.511,0.855,5,-3.55,0,0.118,0.165,9.33e-06,0.204,0.707,144.732,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"149","Better","BoA",NA,NA,199640,FALSE,"2k44rKotfi2k55hwwiCImN",64,"3YXfuI3E6OxcrtXnjAgNkM","BETTER - The 10th Album","2020-12-01","day",0.587,0.801,5,-4.22,1,0.229,0.178,0,0.214,0.705,92.008,4,"BoA",NA,NA,NA,NA,NA,NA,NA
"150","HOT HAND","YESEO",NA,NA,203454,FALSE,"7jbCTOrej7WXluKl8Ss9qe",21,"5NESvJOxTT9dVtFrCSpyY0","HOT HAND","2019-07-15","day",0.8,0.717,6,-3.93,0,0.131,0.0326,0.0153,0.107,0.552,110.042,4,"YESEO",NA,NA,NA,NA,NA,NA,NA
"151","Honey, Don't Kill My Vibe","YESEO",NA,NA,176550,FALSE,"2FdTOm8Cla4w0VGKNFRg8f",27,"3tsV9Y3sEIgBSu2FfROJoO","Damn Rules","2018-07-14","day",0.593,0.732,11,-6.347,0,0.18,0.0166,0.0012,0.254,0.438,99.948,4,"YESEO",NA,NA,NA,NA,NA,NA,NA
"152","Fntsy (feat. Jvcki Wai)","So!YoON!",NA,NA,203624,FALSE,"7vzJEExJ4a8Qo1dVuJu8Ss",31,"6YJX2PIub9Ek7LBfpezJG1","So!YoON!","2019-05-21","day",0.891,0.701,2,-4.707,1,0.244,0.199,0,0.37,0.685,99.963,4,"So!YoON!","Jvcki Wai",NA,NA,NA,NA,NA,NA
"153","DDING (Prod. By GIRIBOY)","Jvcki Wai",NA,NA,226566,FALSE,"16YSuCnEjfRU3ic7Zb7fFA",44,"2taP1mx7aHOMFillDIhCeV","Dingo X Indigo Music","2019-01-13","day",0.83,0.769,0,-1.543,0,0.135,0.282,0,0.121,0.91,154.042,4,"Jvcki Wai","YANGHONGWON","Osshun Gum","Han Yo Han",NA,NA,NA,NA
